ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
5320,India,33,Tamil Nadu,590,Thiruvarur,2014,"Agriculture Year (Jul - Jun), 2014",209709,2452,37308,113,786,2017,1156,7313,1399,157165,327243,170078
5321,India,33,Tamil Nadu,590,Thiruvarur,2015,"Agriculture Year (Jul - Jun), 2015",209709,2452,37315,113,786,2118,1195,6919,4071,154740,328868,174128
5322,India,33,Tamil Nadu,590,Thiruvarur,2016,"Agriculture Year (Jul - Jun), 2016",209709,2452,37320,113,786,2091,1195,8574,2264,154914,282408,127494
5323,India,33,Tamil Nadu,590,Thiruvarur,2017,"Agriculture Year (Jul - Jun), 2017",209709,2452,37321,113,786,2074,1186,7121,2441,156215,293755,137540
5324,India,33,Tamil Nadu,590,Thiruvarur,2018,"Agriculture Year (Jul - Jun), 2018",209709,2452,37321,113,786,2054,1179,7206,1841,156757,290293,133536
5325,India,33,Tamil Nadu,590,Thiruvarur,2019,"Agriculture Year (Jul - Jun), 2019",209709,2452,37321,113,786,2054,1179,6540,3764,155500,271228,115728
5326,India,33,Tamil Nadu,591,Tiruchirappalli,2011,"Agriculture Year (Jul - Jun), 2011",440383,36773,85101,12598,659,3166,7255,118602,11120,165109,164312,-797
5327,India,33,Tamil Nadu,591,Tiruchirappalli,2012,"Agriculture Year (Jul - Jun), 2012",440383,36773,85103,12598,659,3265,7244,120853,32606,141282,149039,7757
5328,India,33,Tamil Nadu,591,Tiruchirappalli,2013,"Agriculture Year (Jul - Jun), 2013",440383,36773,85217,12598,659,3224,10652,116943,24306,150011,161649,11638
5329,India,33,Tamil Nadu,591,Tiruchirappalli,2014,"Agriculture Year (Jul - Jun), 2014",440383,36773,85230,12598,667,3114,10785,108259,20731,162226,178610,16384
5330,India,33,Tamil Nadu,591,Tiruchirappalli,2015,"Agriculture Year (Jul - Jun), 2015",440383,36773,85236,12598,667,3139,10839,104446,25329,161356,179230,17874
5331,India,33,Tamil Nadu,591,Tiruchirappalli,2016,"Agriculture Year (Jul - Jun), 2016",440383,36773,85251,12598,667,3116,10837,108046,63656,119439,127383,7944
5332,India,33,Tamil Nadu,591,Tiruchirappalli,2017,"Agriculture Year (Jul - Jun), 2017",440383,36773,85292,12598,667,2633,10838,111864,29168,150550,162254,11704
5333,India,33,Tamil Nadu,591,Tiruchirappalli,2018,"Agriculture Year (Jul - Jun), 2018",440384,36773,85296,12598,667,2686,10840,107319,38622,145583,157617,12034
5334,India,33,Tamil Nadu,591,Tiruchirappalli,2019,"Agriculture Year (Jul - Jun), 2019",440383,36773,85360,12598,667,2616,10825,108623,27684,155237,169177,13940
5335,India,33,Tamil Nadu,592,Tirunelveli,2011,"Agriculture Year (Jul - Jun), 2011",369983.917764887609750,69939.195628921374930,56460.799476980414895,16248.964484867047470,2822.574654132959260,4705.203481821719325,19824.809644059539690,95322.112422595331875,19447.626956569700875,85212.631014939521430,97878.633686133136325,12666.002671193614895
5336,India,33,Tamil Nadu,592,Tirunelveli,2012,"Agriculture Year (Jul - Jun), 2012",369983.917764887609750,69939.195628921374930,56460.799476980414895,16248.964484867047470,2822.574654132959260,4584.767790605805625,19505.655062337368385,98495.045451174585535,31826.773708685412230,70100.141507182641420,74989.830570548737640,4889.689063366096220
5337,India,33,Tamil Nadu,592,Tirunelveli,2013,"Agriculture Year (Jul - Jun), 2013",369983.917764887609750,69939.195628921374930,56466.821261541210580,16248.964484867047470,2822.574654132959260,4623.635672770941410,19334.855354794799865,104437.451942759781960,23027.304160482699440,73083.114604616794835,88863.474763661923545,15780.360159045128710
5338,India,33,Tamil Nadu,592,Tirunelveli,2014,"Agriculture Year (Jul - Jun), 2014",369983.917764887609750,69939.195628921374930,56478.317395702729615,16437.829546092003045,2822.574654132959260,4659.218945175643185,19309.125911671400120,99058.356025089018250,10540.312721232738090,90738.986936869743255,106163.514371867854215,15424.527434998110960
5339,India,33,Tamil Nadu,592,Tirunelveli,2015,"Agriculture Year (Jul - Jun), 2015",369983.917764887609750,69939.195628921374930,56477.769960742657280,16437.829546092003045,2822.574654132959260,4668.525339496872880,19309.125911671400120,94646.030246905998150,9834.121622739425940,95848.744854184918145,113239.658665762856425,17390.913811577938280
5340,India,33,Tamil Nadu,592,Tirunelveli,2016,"Agriculture Year (Jul - Jun), 2016",369983.917764887609750,69939.195628921374930,56483.244310343380630,16437.829546092003045,2822.574654132959260,4673.452254137523895,19006.941813711471200,92508.844162783602310,33976.003361929399440,74135.832032835895040,77232.124167005021800,3096.292134169126760
5341,India,33,Tamil Nadu,592,Tirunelveli,2017,"Agriculture Year (Jul - Jun), 2017",369983.917764887609750,69939.195628921374930,56485.981485143742305,16437.829546092003045,2822.574654132959260,4738.597014386131760,18867.893333853098110,96702.195956937688410,17344.929274931862140,86644.720870488749790,90638.806339176505950,3994.085468687756160
5342,India,33,Tamil Nadu,592,Tirunelveli,2018,"Agriculture Year (Jul - Jun), 2018",369983.917764887609750,69939.195628921374930,56485.981485143742305,16437.829546092003045,2822.574654132959260,4757.757237988663485,18852.017720011000395,92351.182894282769830,15661.566772709432015,92675.811825605664485,107933.919032741785605,15258.107207136121120
5343,India,33,Tamil Nadu,592,Tirunelveli,2019,"Agriculture Year (Jul - Jun), 2019",387606,83758,62442,23787,4124,6810,25232,108219,6800,66434,71344,4910
5344,India,33,Tamil Nadu,593,Tiruvannamalai,2011,"Agriculture Year (Jul - Jun), 2011",631205,152810,96444,20630,2931,1856,8689,27375,123338,197132,256724,59592
5345,India,33,Tamil Nadu,593,Tiruvannamalai,2012,"Agriculture Year (Jul - Jun), 2012",631205,152810,96472,20585,2931,1954,8418,27170,136147,184718,230442,45724
5346,India,33,Tamil Nadu,593,Tiruvannamalai,2013,"Agriculture Year (Jul - Jun), 2013",631205,152810,96481,20585,2931,2024,8389,26490,141239,180256,229893,49637
5347,India,33,Tamil Nadu,593,Tiruvannamalai,2014,"Agriculture Year (Jul - Jun), 2014",631205,152810,96481,20586,2931,2033,8314,25983,135497,186570,255317,68747
5348,India,33,Tamil Nadu,593,Tiruvannamalai,2015,"Agriculture Year (Jul - Jun), 2015",631205,152810,96486,20585,2931,2046,8327,25245,110632,212143,287789,75646
5349,India,33,Tamil Nadu,593,Tiruvannamalai,2016,"Agriculture Year (Jul - Jun), 2016",631205,152810,96501,20585,2931,2134,8369,25206,145369,177300,220851,43551
5350,India,33,Tamil Nadu,593,Tiruvannamalai,2017,"Agriculture Year (Jul - Jun), 2017",631205,152810,96500,20585,2931,2146,8369,24099,115121,208644,314825,106181
5351,India,33,Tamil Nadu,593,Tiruvannamalai,2018,"Agriculture Year (Jul - Jun), 2018",631205,152810,96501,20585,2931,2141,8369,24300,127829,195739,277305,81566
5352,India,33,Tamil Nadu,593,Tiruvannamalai,2019,"Agriculture Year (Jul - Jun), 2019",631205,152810,96501,20585,2931,2138,8369,23546,93920,230405,351011,120606
5353,India,33,Tamil Nadu,594,Tuticorin,2011,"Agriculture Year (Jul - Jun), 2011",459049.381421684201496,10738.886881092925848,74578.312225897339650,19384.997586484306212,5004.719167614320328,36999.034532207192760,46773.450007070468802,76747.153891675642146,14629.929258096265308,174192.897871545740442,178539.357990418894320,4346.460118873153878
5354,India,33,Tamil Nadu,594,Tuticorin,2012,"Agriculture Year (Jul - Jun), 2012",459049.381421684201496,10738.886881092925848,74578.312225897339650,19384.997586484306212,5004.719167614320328,36315.420320107107306,46861.217880235957662,78018.812853984502962,16035.190427334814722,172111.824078932926806,173244.029642767733100,1132.205563834806294
5355,India,33,Tamil Nadu,594,Tuticorin,2013,"Agriculture Year (Jul - Jun), 2013",459049.381421684201496,10738.886881092925848,74581.237821669522612,19384.997586484306212,5004.719167614320328,36639.186252228688434,46853.416291510136430,73052.126431408561140,9147.362781025394520,183647.448208650345972,186417.987404907610986,2770.539196257265014
5356,India,33,Tamil Nadu,594,Tuticorin,2014,"Agriculture Year (Jul - Jun), 2014",459049.381421684201496,10738.886881092925848,74583.188218850977920,19384.997586484306212,5004.719167614320328,35689.342824859953438,44119.934641700522268,66730.889166311907912,10005.537540865730040,192791.885393903557530,195842.306585699659242,3050.421191796101712
5357,India,33,Tamil Nadu,594,Tuticorin,2015,"Agriculture Year (Jul - Jun), 2015",459049.381421684201496,10738.886881092925848,74587.089013213888536,19384.997586484306212,5004.719167614320328,35753.705931847978602,42647.384769701764728,62393.205834755302920,4874.042556456814692,203665.349680516899630,208436.996384947310652,4771.646704430411022
5358,India,33,Tamil Nadu,594,Tuticorin,2016,"Agriculture Year (Jul - Jun), 2016",459049.381421684201496,10738.886881092925848,74587.089013213888536,19384.997586484306212,5004.719167614320328,35242.701870306687906,41255.776380733402470,62624.327900757756918,16005.934469612985102,194204.948151867928176,195402.492021281487288,1197.543869413559112
5359,India,33,Tamil Nadu,594,Tuticorin,2017,"Agriculture Year (Jul - Jun), 2017",459049.381421684201496,10738.886881092925848,74611.468977982079886,19360.617621716114862,4998.867976069954404,34685.863475001197472,39797.854487595559740,64733.682452501672520,11127.015920202532140,198995.123629522164624,199748.952140154641166,753.828510632476542
5360,India,33,Tamil Nadu,594,Tuticorin,2018,"Agriculture Year (Jul - Jun), 2018",459048.406223093473842,10738.886881092925848,74611.468977982079886,19360.617621716114862,4998.867976069954404,33534.153939351838098,39136.669843082210328,65033.068419855062298,10410.244956017706450,201224.427607925581668,204415.277396786465556,3190.849788860883888
5361,India,33,Tamil Nadu,594,Tuticorin,2019,"Agriculture Year (Jul - Jun), 2019",470724,11012,76583,19685,5087,33060,39556,66682,7968,211091,214855,3764
5362,India,33,Tamil Nadu,595,Vellore,2011,"Agriculture Year (Jul - Jun), 2011",232927.241296986075462,63850.812443409967674,31468.221719904197679,8044.007865160992255,1588.735816068480642,1204.338864038043399,2268.610875545036994,28773.508593541388388,26995.525148070000567,68733.479971247967864,75008.947100096968914,6275.467128849001050
5363,India,33,Tamil Nadu,595,Vellore,2012,"Agriculture Year (Jul - Jun), 2012",232927.241296986075462,63850.812443409967674,31488.287476867915488,8044.007865160992255,1588.735816068480642,1208.273326187791989,2266.643644470162699,29709.123692751603090,28383.996840716277978,66387.360191352883647,76369.090665265056477,9981.730473912172830
5364,India,33,Tamil Nadu,595,Vellore,2013,"Agriculture Year (Jul - Jun), 2013",232927.241296986075462,63850.812443409967674,31749.142317396247005,8044.007865160992255,1588.342369853505783,1194.109262448697065,2266.643644470162699,29723.287756490698014,27935.074709429963859,66575.820928325841108,77701.299549169929051,11125.478620844087943
5365,India,33,Tamil Nadu,595,Vellore,2014,"Agriculture Year (Jul - Jun), 2014",232927.241296986075462,63850.812443409967674,31753.470225760970454,8044.007865160992255,1588.342369853505783,1181.518983569501577,2262.709182320414109,29183.479549545191466,27971.665207422625746,67091.235469942906398,79614.235046377693509,12522.999576434787111
5366,India,33,Tamil Nadu,595,Vellore,2015,"Agriculture Year (Jul - Jun), 2015",232927.241296986075462,63850.812443409967674,31760.158811415543057,8044.007865160992255,1543.096055131396998,1155.551533381160883,2232.020377552375107,29260.201561465288971,30473.589688447754127,64607.802961021596390,79653.579667875179409,15045.776706853583019
5367,India,33,Tamil Nadu,595,Vellore,2016,"Agriculture Year (Jul - Jun), 2016",232927.241296986075462,63850.812443409967674,31764.880165995241365,8043.220972731042537,1542.702608916422139,1161.846672820758627,2221.790775963028773,32665.478552072693616,30532.213174479008118,61144.295930597912613,72796.205587078361898,11651.909656480449285
5368,India,33,Tamil Nadu,595,Vellore,2017,"Agriculture Year (Jul - Jun), 2017",232927.241296986075462,63850.812443409967674,31768.421181930015096,8043.614418946017396,1543.096055131396998,1168.928704690306089,2222.184222178003632,33835.194149192949423,30475.163473307653563,60019.826648199765591,73291.947817946684238,13272.121169746918647
5369,India,33,Tamil Nadu,595,Vellore,2018,"Agriculture Year (Jul - Jun), 2018",232927.241296986075462,63850.812443409967674,31768.814628144989955,8043.614418946017396,1543.096055131396998,1168.928704690306089,2222.184222178003632,35261.043232261838439,33124.236838733379210,55944.510753490176069,69964.179731689326816,14019.668978199150747
5370,India,33,Tamil Nadu,595,Vellore,2019,"Agriculture Year (Jul - Jun), 2019",223264,89953,25453,10190,644,668,1313,13569,35371,46103,57754,11651
5371,India,33,Tamil Nadu,596,Villupuram,2011,"Agriculture Year (Jul - Jun), 2011",389188.287094237098557,38636.827346044695543,73331.671177628298601,30528.681897161360269,2247.173103937492230,3397.704177536184295,5177.120385977814833,7748.166639907257382,49090.762848031125224,179030.179518012870180,194601.957458391233604,15571.777940378363424
5372,India,33,Tamil Nadu,596,Villupuram,2012,"Agriculture Year (Jul - Jun), 2012",389188.287094237098557,38636.827346044695543,73332.210068060897520,30528.681897161360269,2247.173103937492230,3402.015300996975647,5168.498139056232129,7421.599037752312468,57602.537230931050829,170848.744970296081922,180836.540248084446668,9987.795277788364746
5373,India,33,Tamil Nadu,596,Villupuram,2013,"Agriculture Year (Jul - Jun), 2013",389188.287094237098557,38636.827346044695543,73351.071233201859685,30528.681897161360269,2247.173103937492230,3402.015300996975647,5168.498139056232129,8080.662036820790405,46002.920669239319354,181770.437367778373295,269744.300489551900045,87973.863121773526750
5374,India,33,Tamil Nadu,596,Villupuram,2014,"Agriculture Year (Jul - Jun), 2014",389188.287094237098557,38636.827346044695543,73351.071233201859685,30528.681897161360269,2247.173103937492230,3393.393054075392943,5167.959248623633210,8629.252497206489947,45301.285325995526816,181932.643387990647914,256109.294763934051507,74176.651375943403593
5375,India,33,Tamil Nadu,596,Villupuram,2015,"Agriculture Year (Jul - Jun), 2015",389188.287094237098557,38636.827346044695543,73351.071233201859685,30528.681897161360269,2247.173103937492230,3393.393054075392943,5166.342577325836453,8415.312995464719104,43996.092698240944998,183453.392188784797332,260238.273258506968885,76784.881069722171553
5376,India,33,Tamil Nadu,596,Villupuram,2016,"Agriculture Year (Jul - Jun), 2016",389188.287094237098557,38636.827346044695543,73351.610123634458604,30528.681897161360269,2247.173103937492230,3349.742929034880504,5161.492563432446182,8429.324146712290998,61321.958996728789767,166161.475987550684460,207711.545012225136117,41550.069024674451657
5377,India,33,Tamil Nadu,596,Villupuram,2017,"Agriculture Year (Jul - Jun), 2017",389188.287094237098557,38636.827346044695543,73351.071233201859685,30528.681897161360269,2247.173103937492230,3349.742929034880504,5148.559193050072126,8422.318571088505051,43573.063708650793583,183930.849112067439566,249363.464328660783465,65432.615216593343899
5378,India,33,Tamil Nadu,596,Villupuram,2018,"Agriculture Year (Jul - Jun), 2018",389188.287094237098557,38636.827346044695543,73350.532342769260766,30528.681897161360269,2247.173103937492230,3349.742929034880504,5140.475836561088341,8397.529611188954777,55380.153086893108873,172157.170940646257254,227123.456175303396335,54966.285234657139081
5379,India,33,Tamil Nadu,596,Villupuram,2019,"Agriculture Year (Jul - Jun), 2019",391468,14846,86872,20604,1846,5056,4883,5860,57329,194172,258911,64739
5380,India,33,Tamil Nadu,597,Virudhunagar,2011,"Agriculture Year (Jul - Jun), 2011",424323,26466,70511,4525,804,6193,9542,165697,16664,123921,124360,439
5381,India,33,Tamil Nadu,597,Virudhunagar,2012,"Agriculture Year (Jul - Jun), 2012",424323,26466,70511,4525,804,5906,9535,171364,21040,114172,117593,3421
5382,India,33,Tamil Nadu,597,Virudhunagar,2013,"Agriculture Year (Jul - Jun), 2013",424323,26466,70511,4525,804,5720,9535,178046,9443,119273,120328,1055
5383,India,33,Tamil Nadu,597,Virudhunagar,2014,"Agriculture Year (Jul - Jun), 2014",424323,26466,70510,4525,804,5470,9535,175519,7663,123831,127621,3790
5384,India,33,Tamil Nadu,597,Virudhunagar,2015,"Agriculture Year (Jul - Jun), 2015",424323,26466,70511,4525,804,4539,9535,169699,6630,131614,139057,7443
5385,India,33,Tamil Nadu,597,Virudhunagar,2016,"Agriculture Year (Jul - Jun), 2016",424323,26466,70511,4525,804,2595,9535,170799,20439,118649,120938,2289
5386,India,33,Tamil Nadu,597,Virudhunagar,2017,"Agriculture Year (Jul - Jun), 2017",424323,26466,70511,4525,804,2490,9400,177775,10545,121807,123786,1979
5387,India,33,Tamil Nadu,597,Virudhunagar,2018,"Agriculture Year (Jul - Jun), 2018",424322,26466,70511,4525,804,2355,9400,176286,4658,129317,133202,3885
5388,India,33,Tamil Nadu,597,Virudhunagar,2019,"Agriculture Year (Jul - Jun), 2019",424323,26466,70511,4525,804,2225,9400,172732,6597,131063,136650,5587
5389,India,33,Tamil Nadu,610,Ariyalur,2011,"Agriculture Year (Jul - Jun), 2011",193398,739,32321,8523,1291,23482,3218,8343,13414,102067,105129,3062
5390,India,33,Tamil Nadu,610,Ariyalur,2012,"Agriculture Year (Jul - Jun), 2012",193398,739,32321,8523,1291,23572,3218,14852,16261,92621,96475,3854
5391,India,33,Tamil Nadu,610,Ariyalur,2013,"Agriculture Year (Jul - Jun), 2013",193398,739,32350,8523,1291,23520,3218,12738,8753,102266,113643,11377
5392,India,33,Tamil Nadu,610,Ariyalur,2014,"Agriculture Year (Jul - Jun), 2014",193398,739,32382,8523,1291,23572,3213,16879,7687,99112,111877,12765
